_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
8266,2018,Imperial,12,Urinary Tract Infection,,,,,209,"129,174",161.8,151.6,,
8267,2019,Imperial,12,Urinary Tract Infection,,,,,167,"128,967",129.5,119.0,,
8268,2020,Imperial,12,Urinary Tract Infection,,,,,102,"128,388",79.4,73.8,,
8269,2021,Imperial,12,Urinary Tract Infection,,,,,105,"128,464",81.7,75.8,,
8270,2022,Imperial,12,Urinary Tract Infection,,,,,130,"128,478",101.2,93.4,,
8271,2023,Imperial,12,Urinary Tract Infection,,,,,141,"128,709",109.5,103.5,,
8272,2005,Inyo,12,Urinary Tract Infection,5,"14,549",34.4,26.4,,,,,,
8273,2006,Inyo,12,Urinary Tract Infection,17,"14,456",117.6,92.5,,,,,,
8274,2007,Inyo,12,Urinary Tract Infection,17,"14,505",117.2,92.3,,,,,,
8275,2008,Inyo,12,Urinary Tract Infection,10,"14,485",69.0,55.1,,,,,,
8276,2009,Inyo,12,Urinary Tract Infection,21,"14,651",143.3,114.6,,,,,,
8277,2010,Inyo,12,Urinary Tract Infection,13,"14,670",88.6,71.1,,,,,,
8278,2011,Inyo,12,Urinary Tract Infection,27,"14,640",184.4,144.2,,,,,,
8279,2012,Inyo,12,Urinary Tract Infection,25,"16,277",153.6,130.8,,,,,,
8280,2013,Inyo,12,Urinary Tract Infection,24,"16,251",147.7,124.0,,,,,,
8281,2014,Inyo,12,Urinary Tract Infection,19,"15,730",120.8,99.2,,,,,,
8282,2015,Inyo,12,Urinary Tract Infection,13,"12,814",101.5,85.8,,,,,,
8283,2016,Inyo,12,Urinary Tract Infection,,,,,24,"14,211",168.9,158.1,,
8284,2017,Inyo,12,Urinary Tract Infection,,,,,17,"14,164",120.0,112.4,,
8285,2018,Inyo,12,Urinary Tract Infection,,,,,16,"14,208",112.6,104.4,,
8286,2019,Inyo,12,Urinary Tract Infection,,,,,35,"14,295",244.8,224.7,,
8287,2020,Inyo,12,Urinary Tract Infection,,,,,24,"15,134",158.6,150.9,,
8288,2021,Inyo,12,Urinary Tract Infection,,,,,16,"15,080",106.1,99.9,,
8289,2022,Inyo,12,Urinary Tract Infection,,,,,7,"14,942",46.8,43.6,,
8290,2023,Inyo,12,Urinary Tract Infection,,,,,7,"14,859",47.1,35.3,,
8291,2005,Kern,12,Urinary Tract Infection,756,"526,395",143.6,188.2,,,,,,
8292,2006,Kern,12,Urinary Tract Infection,745,"544,084",136.9,180.7,,,,,,
8293,2007,Kern,12,Urinary Tract Infection,838,"557,795",150.2,198.2,,,,,,
8294,2008,Kern,12,Urinary Tract Infection,830,"568,635",146.0,192.3,,,,,,
8295,2009,Kern,12,Urinary Tract Infection,893,"578,043",154.5,202.9,,,,,,
8296,2010,Kern,12,Urinary Tract Infection,961,"587,730",163.5,213.5,,,,,,
8297,2011,Kern,12,Urinary Tract Infection,939,"597,565",157.1,203.9,,,,,,
8298,2012,Kern,12,Urinary Tract Infection,966,"576,340",167.6,209.9,,,,,,
8299,2013,Kern,12,Urinary Tract Infection,890,"583,929",152.4,189.4,,,,,,
8300,2014,Kern,12,Urinary Tract Infection,882,"622,019",141.8,182.6,,,,,,
8301,2015,Kern,12,Urinary Tract Infection,654,"441,243",148.2,179.3,,,,,,
8302,2016,Kern,12,Urinary Tract Infection,,,,,902,"623,722",144.6,164.1,,
8303,2017,Kern,12,Urinary Tract Infection,,,,,842,"629,153",133.8,149.8,,
8304,2018,Kern,12,Urinary Tract Infection,,,,,722,"635,272",113.7,125.5,,
8305,2019,Kern,12,Urinary Tract Infection,,,,,764,"640,390",119.3,130.1,,
8306,2020,Kern,12,Urinary Tract Infection,,,,,572,"644,321",88.8,96.8,,
8307,2021,Kern,12,Urinary Tract Infection,,,,,485,"651,305",74.5,81.2,,
8308,2022,Kern,12,Urinary Tract Infection,,,,,538,"655,754",82.0,88.6,,
8309,2023,Kern,12,Urinary Tract Infection,,,,,533,"654,092",81.5,89.9,,
8310,2005,Kings,12,Urinary Tract Infection,117,"104,744",111.7,171.8,,,,,,
8311,2006,Kings,12,Urinary Tract Infection,122,"106,917",114.1,176.5,,,,,,
8312,2007,Kings,12,Urinary Tract Infection,163,"108,972",149.6,230.0,,,,,,
8313,2008,Kings,12,Urinary Tract Infection,148,"110,111",134.4,203.0,,,,,,
8314,2009,Kings,12,Urinary Tract Infection,182,"109,913",165.6,247.1,,,,,,
8315,2010,Kings,12,Urinary Tract Infection,227,"110,532",205.4,304.3,,,,,,
8316,2011,Kings,12,Urinary Tract Infection,218,"111,322",195.8,286.9,,,,,,
8317,2012,Kings,12,Urinary Tract Infection,193,"107,485",179.6,253.2,,,,,,
8318,2013,Kings,12,Urinary Tract Infection,118,"107,035",110.2,152.3,,,,,,
8319,2014,Kings,12,Urinary Tract Infection,115,"114,326",100.6,143.7,,,,,,
8320,2015,Kings,12,Urinary Tract Infection,82,"78,983",103.8,137.0,,,,,,
8321,2016,Kings,12,Urinary Tract Infection,,,,,137,"108,591",126.2,182.7,,
8322,2017,Kings,12,Urinary Tract Infection,,,,,114,"108,704",104.9,148.8,,
8323,2018,Kings,12,Urinary Tract Infection,,,,,90,"110,152",81.7,114.8,,
8324,2019,Kings,12,Urinary Tract Infection,,,,,108,"111,551",96.8,134.1,,
8325,2020,Kings,12,Urinary Tract Infection,,,,,82,"111,628",73.5,103.9,,
8326,2021,Kings,12,Urinary Tract Infection,,,,,84,"111,603",75.3,105.9,,
8327,2022,Kings,12,Urinary Tract Infection,,,,,84,"112,177",74.9,104.8,,
8328,2023,Kings,12,Urinary Tract Infection,,,,,56,"111,961",50.0,59.0,,
8329,2005,Lake,12,Urinary Tract Infection,42,"49,529",84.8,76.2,,,,,,
8330,2006,Lake,12,Urinary Tract Infection,71,"49,985",142.0,129.3,,,,,,
8331,2007,Lake,12,Urinary Tract Infection,81,"50,130",161.6,147.4,,,,,,
8332,2008,Lake,12,Urinary Tract Infection,66,"50,505",130.7,118.8,,,,,,
8333,2009,Lake,12,Urinary Tract Infection,58,"50,721",114.4,103.6,,,,,,
8334,2010,Lake,12,Urinary Tract Infection,92,"51,151",179.9,161.7,,,,,,
8335,2011,Lake,12,Urinary Tract Infection,111,"51,085",217.3,193.0,,,,,,
8336,2012,Lake,12,Urinary Tract Infection,89,"51,501",172.8,153.8,,,,,,
8337,2013,Lake,12,Urinary Tract Infection,76,"51,581",147.3,129.4,,,,,,
8338,2014,Lake,12,Urinary Tract Infection,89,"52,953",168.1,153.0,,,,,,
8339,2015,Lake,12,Urinary Tract Infection,42,"39,003",107.7,92.7,,,,,,
8340,2016,Lake,12,Urinary Tract Infection,,,,,83,"50,676",163.8,138.4,,
8341,2017,Lake,12,Urinary Tract Infection,,,,,53,"50,717",104.5,87.6,,
8342,2018,Lake,12,Urinary Tract Infection,,,,,67,"50,861",131.7,108.2,,
8343,2019,Lake,12,Urinary Tract Infection,,,,,73,"50,831",143.6,116.9,,
8344,2020,Lake,12,Urinary Tract Infection,,,,,71,"53,524",132.7,109.4,,
8345,2021,Lake,12,Urinary Tract Infection,,,,,55,"53,734",102.4,83.9,,
8346,2022,Lake,12,Urinary Tract Infection,,,,,50,"53,339",93.7,74.4,,
8347,2023,Lake,12,Urinary Tract Infection,,,,,81,"52,978",152.9,105.4,,
8348,2005,Lassen,12,Urinary Tract Infection,27,"27,722",97.4,145.6,,,,,,
8349,2006,Lassen,12,Urinary Tract Infection,36,"27,919",128.9,190.7,,,,,,
8350,2007,Lassen,12,Urinary Tract Infection,42,"29,030",144.7,216.8,,,,,,
8351,2008,Lassen,12,Urinary Tract Infection,36,"28,658",125.6,185.7,,,,,,
8352,2009,Lassen,12,Urinary Tract Infection,36,"28,696",125.5,181.4,,,,,,
8353,2010,Lassen,12,Urinary Tract Infection,52,"28,485",182.6,262.9,,,,,,
8354,2011,Lassen,12,Urinary Tract Infection,46,"28,179",163.2,230.6,,,,,,
8355,2012,Lassen,12,Urinary Tract Infection,39,"29,146",133.8,190.6,,,,,,
8356,2013,Lassen,12,Urinary Tract Infection,41,"27,797",147.5,198.8,,,,,,
8357,2014,Lassen,12,Urinary Tract Infection,49,"29,236",167.6,233.0,,,,,,
8358,2015,Lassen,12,Urinary Tract Infection,33,"20,747",159.1,208.9,,,,,,
8359,2016,Lassen,12,Urinary Tract Infection,,,,,20,"25,378",78.8,102.2,,
8360,2017,Lassen,12,Urinary Tract Infection,,,,,37,"25,575",144.7,185.4,,
8361,2018,Lassen,12,Urinary Tract Infection,,,,,32,"25,359",126.2,155.7,,
8362,2019,Lassen,12,Urinary Tract Infection,,,,,26,"25,378",102.5,121.9,,
8363,2020,Lassen,12,Urinary Tract Infection,,,,,22,"26,785",82.1,102.3,,
8364,2021,Lassen,12,Urinary Tract Infection,,,,,29,"26,258",110.4,131.2,,
8365,2022,Lassen,12,Urinary Tract Infection,,,,,27,"24,446",110.4,119.8,,
8366,2023,Lassen,12,Urinary Tract Infection,,,,,26,"23,438",110.9,91.4,,
8367,2005,Los Angeles,12,Urinary Tract Infection,"11,656","7,202,516",161.8,191.8,,,,,,
8368,2006,Los Angeles,12,Urinary Tract Infection,"11,712","7,208,716",162.5,191.5,,,,,,
8369,2007,Los Angeles,12,Urinary Tract Infection,"12,450","7,223,112",172.4,200.9,,,,,,
8370,2008,Los Angeles,12,Urinary Tract Infection,"12,821","7,281,072",176.1,203.5,,,,,,
8371,2009,Los Angeles,12,Urinary Tract Infection,"13,115","7,353,912",178.3,204.4,,,,,,
8372,2010,Los Angeles,12,Urinary Tract Infection,"13,007","7,416,633",175.4,199.0,,,,,,
8373,2011,Los Angeles,12,Urinary Tract Infection,"12,819","7,504,083",170.8,191.9,,,,,,
8374,2012,Los Angeles,12,Urinary Tract Infection,"12,773","7,317,992",174.5,189.7,,,,,,
8375,2013,Los Angeles,12,Urinary Tract Infection,"11,671","7,410,685",157.5,169.6,,,,,,
8376,2014,Los Angeles,12,Urinary Tract Infection,"11,462","7,525,122",152.3,165.7,,,,,,
8377,2015,Los Angeles,12,Urinary Tract Infection,"8,473","5,622,301",150.7,157.6,,,,,,
8378,2016,Los Angeles,12,Urinary Tract Infection,,,,,"10,206","7,844,956",130.1,183.0,,
8379,2017,Los Angeles,12,Urinary Tract Infection,,,,,"8,552","7,870,676",108.7,150.7,,
8380,2018,Los Angeles,12,Urinary Tract Infection,,,,,"7,911","7,879,584",100.4,137.3,,
8381,2019,Los Angeles,12,Urinary Tract Infection,,,,,"7,865","7,871,889",99.9,134.4,,
8382,2020,Los Angeles,12,Urinary Tract Infection,,,,,"5,207","7,884,705",66.0,89.4,,
8383,2021,Los Angeles,12,Urinary Tract Infection,,,,,"5,494","7,772,371",70.7,94.1,,
8384,2022,Los Angeles,12,Urinary Tract Infection,,,,,"6,540","7,737,357",84.5,110.7,,
8385,2023,Los Angeles,12,Urinary Tract Infection,,,,,"6,862","7,710,575",89.0,94.2,,
8386,2005,Madera,12,Urinary Tract Infection,160,"100,047",159.9,184.8,,,,,,
8387,2006,Madera,12,Urinary Tract Infection,143,"102,344",139.7,161.7,,,,,,
8388,2007,Madera,12,Urinary Tract Infection,158,"104,227",151.6,174.1,,,,,,
8389,2008,Madera,12,Urinary Tract Infection,135,"105,909",127.5,146.3,,,,,,
8390,2009,Madera,12,Urinary Tract Infection,142,"106,674",133.1,151.8,,,,,,
8391,2010,Madera,12,Urinary Tract Infection,180,"108,385",166.1,188.1,,,,,,
8392,2011,Madera,12,Urinary Tract Infection,160,"109,902",145.6,163.6,,,,,,
8393,2012,Madera,12,Urinary Tract Infection,168,"106,934",157.1,171.0,,,,,,
8394,2013,Madera,12,Urinary Tract Infection,171,"107,252",159.4,171.5,,,,,,
8395,2014,Madera,12,Urinary Tract Infection,147,"113,845",129.1,142.5,,,,,,
8396,2015,Madera,12,Urinary Tract Infection,108,"81,407",132.7,138.8,,,,,,
8397,2016,Madera,12,Urinary Tract Infection,,,,,115,"111,156",103.5,120.5,,
8398,2017,Madera,12,Urinary Tract Infection,,,,,103,"112,306",91.7,105.4,,
8399,2018,Madera,12,Urinary Tract Infection,,,,,118,"113,445",104.0,119.0,,
8400,2019,Madera,12,Urinary Tract Infection,,,,,75,"113,829",65.9,74.0,,
8401,2020,Madera,12,Urinary Tract Infection,,,,,86,"113,532",75.7,85.9,,
8402,2021,Madera,12,Urinary Tract Infection,,,,,118,"115,760",101.9,116.6,,
8403,2022,Madera,12,Urinary Tract Infection,,,,,112,"116,890",95.8,109.2,,
8404,2023,Madera,12,Urinary Tract Infection,,,,,136,"118,944",114.3,99.8,,
8405,2005,Marin,12,Urinary Tract Infection,248,"194,828",127.3,116.9,,,,,,
8406,2006,Marin,12,Urinary Tract Infection,230,"194,956",118.0,107.2,,,,,,
8407,2007,Marin,12,Urinary Tract Infection,227,"196,294",115.6,104.1,,,,,,
8408,2008,Marin,12,Urinary Tract Infection,239,"197,929",120.8,107.8,,,,,,
8409,2009,Marin,12,Urinary Tract Infection,264,"199,904",132.1,116.8,,,,,,
8410,2010,Marin,12,Urinary Tract Infection,273,"201,547",135.5,118.7,,,,,,
8411,2011,Marin,12,Urinary Tract Infection,236,"203,181",116.2,99.9,,,,,,
8412,2012,Marin,12,Urinary Tract Infection,219,"200,046",109.5,91.4,,,,,,
8413,2013,Marin,12,Urinary Tract Infection,163,"202,161",80.6,66.0,,,,,,
8414,2014,Marin,12,Urinary Tract Infection,173,"201,613",85.8,70.1,,,,,,
8415,2015,Marin,12,Urinary Tract Infection,112,"152,906",73.2,58.0,,,,,,
8416,2016,Marin,12,Urinary Tract Infection,,,,,156,"207,330",75.2,86.6,,
8417,2017,Marin,12,Urinary Tract Infection,,,,,153,"207,121",73.9,83.4,,
8418,2018,Marin,12,Urinary Tract Infection,,,,,113,"207,824",54.4,60.1,,
8419,2019,Marin,12,Urinary Tract Infection,,,,,103,"207,790",49.6,53.6,,
8420,2020,Marin,12,Urinary Tract Infection,,,,,65,"209,991",31.0,33.7,,
8421,2021,Marin,12,Urinary Tract Infection,,,,,85,"209,428",40.6,43.3,,
8422,2022,Marin,12,Urinary Tract Infection,,,,,136,"207,716",65.5,67.6,,
8423,2023,Marin,12,Urinary Tract Infection,,,,,116,"206,190",56.3,45.8,,
8424,2005,Mariposa,12,Urinary Tract Infection,18,"14,466",124.4,111.0,,,,,,
8425,2006,Mariposa,12,Urinary Tract Infection,19,"14,728",129.0,117.0,,,,,,
8426,2007,Mariposa,12,Urinary Tract Infection,25,"14,903",167.8,151.4,,,,,,
8427,2008,Mariposa,12,Urinary Tract Infection,24,"14,996",160.0,141.8,,,,,,
8428,2009,Mariposa,12,Urinary Tract Infection,22,"14,925",147.4,128.5,,,,,,
8429,2010,Mariposa,12,Urinary Tract Infection,21,"15,018",139.8,121.4,,,,,,
8430,2011,Mariposa,12,Urinary Tract Infection,12,"15,033",79.8,67.1,,,,,,
8431,2012,Mariposa,12,Urinary Tract Infection,18,"16,563",108.7,95.5,,,,,,
8432,2013,Mariposa,12,Urinary Tract Infection,17,"16,491",103.1,88.3,,,,,,
8433,2014,Mariposa,12,Urinary Tract Infection,23,"16,335",140.8,119.5,,,,,,
8434,2015,Mariposa,12,Urinary Tract Infection,14,"12,911",108.4,92.1,,,,,,
8435,2016,Mariposa,12,Urinary Tract Infection,,,,,16,"14,636",109.3,105.0,,
8436,2017,Mariposa,12,Urinary Tract Infection,,,,,22,"14,614",150.5,140.9,,
8437,2018,Mariposa,12,Urinary Tract Infection,,,,,17,"14,527",117.0,107.9,,
8438,2019,Mariposa,12,Urinary Tract Infection,,,,,30,"14,338",209.2,188.1,,
8439,2020,Mariposa,12,Urinary Tract Infection,,,,,20,"14,229",140.6,123.2,,
8440,2021,Mariposa,12,Urinary Tract Infection,,,,,14,"14,120",99.2,85.3,,
8441,2022,Mariposa,12,Urinary Tract Infection,,,,,19,"14,037",135.4,113.1,,
8442,2023,Mariposa,12,Urinary Tract Infection,,,,,27,"13,883",194.5,128.5,,
8443,2005,Mendocino,12,Urinary Tract Infection,60,"67,693",88.6,86.1,,,,,,
8444,2006,Mendocino,12,Urinary Tract Infection,78,"67,469",115.6,111.4,,,,,,
8445,2007,Mendocino,12,Urinary Tract Infection,83,"67,582",122.8,116.5,,,,,,
8446,2008,Mendocino,12,Urinary Tract Infection,46,"68,025",67.6,63.4,,,,,,
8447,2009,Mendocino,12,Urinary Tract Infection,75,"68,421",109.6,102.2,,,,,,
8448,2010,Mendocino,12,Urinary Tract Infection,58,"68,517",84.7,79.0,,,,,,
8449,2011,Mendocino,12,Urinary Tract Infection,77,"68,336",112.7,103.0,,,,,,
8450,2012,Mendocino,12,Urinary Tract Infection,63,"68,344",92.2,82.7,,,,,,
8451,2013,Mendocino,12,Urinary Tract Infection,60,"68,379",87.7,77.7,,,,,,
8452,2014,Mendocino,12,Urinary Tract Infection,78,"69,334",112.5,100.5,,,,,,
8453,2015,Mendocino,12,Urinary Tract Infection,46,"51,516",89.3,76.8,,,,,,
8454,2016,Mendocino,12,Urinary Tract Infection,,,,,56,"68,410",81.9,74.7,,
8455,2017,Mendocino,12,Urinary Tract Infection,,,,,60,"68,784",87.2,78.3,,
8456,2018,Mendocino,12,Urinary Tract Infection,,,,,60,"68,876",87.1,76.8,,
8457,2019,Mendocino,12,Urinary Tract Infection,,,,,79,"68,548",115.2,99.3,,
8458,2020,Mendocino,12,Urinary Tract Infection,,,,,84,"71,994",116.7,100.6,,
8459,2021,Mendocino,12,Urinary Tract Infection,,,,,71,"71,916",98.7,83.6,,
8460,2022,Mendocino,12,Urinary Tract Infection,,,,,67,"71,066",94.3,77.4,,
8461,2023,Mendocino,12,Urinary Tract Infection,,,,,53,"70,576",75.1,51.3,,
8462,2005,Merced,12,Urinary Tract Infection,199,"162,795",122.2,153.9,,,,,,
8463,2006,Merced,12,Urinary Tract Infection,209,"165,009",126.7,159.8,,,,,,
8464,2007,Merced,12,Urinary Tract Infection,234,"167,724",139.5,174.3,,,,,,
8465,2008,Merced,12,Urinary Tract Infection,193,"169,736",113.7,140.8,,,,,,
8466,2009,Merced,12,Urinary Tract Infection,239,"171,809",139.1,170.6,,,,,,
8467,2010,Merced,12,Urinary Tract Infection,250,"175,232",142.7,173.3,,,,,,
8468,2011,Merced,12,Urinary Tract Infection,224,"178,783",125.3,151.0,,,,,,
8469,2012,Merced,12,Urinary Tract Infection,241,"174,274",138.3,161.6,,,,,,
8470,2013,Merced,12,Urinary Tract Infection,212,"176,084",120.4,139.7,,,,,,
8471,2014,Merced,12,Urinary Tract Infection,172,"184,892",93.0,110.6,,,,,,
8472,2015,Merced,12,Urinary Tract Infection,184,"133,727",137.6,154.8,,,,,,
8473,2016,Merced,12,Urinary Tract Infection,,,,,268,"187,379",143.0,173.9,,
8474,2017,Merced,12,Urinary Tract Infection,,,,,262,"190,075",137.8,167.6,,
8475,2018,Merced,12,Urinary Tract Infection,,,,,243,"193,011",125.9,153.0,,
8476,2019,Merced,12,Urinary Tract Infection,,,,,197,"196,051",100.5,121.3,,
8477,2020,Merced,12,Urinary Tract Infection,,,,,135,"199,655",67.6,82.3,,
8478,2021,Merced,12,Urinary Tract Infection,,,,,167,"201,787",82.8,100.2,,
8479,2022,Merced,12,Urinary Tract Infection,,,,,156,"207,099",75.3,91.8,,
8480,2023,Merced,12,Urinary Tract Infection,,,,,182,"209,020",87.1,85.1,,
8481,2005,Modoc,12,Urinary Tract Infection,5,"7,407",67.5,59.8,,,,,,
8482,2006,Modoc,12,Urinary Tract Infection,3,"7,461",40.2,36.0,,,,,,
8483,2007,Modoc,12,Urinary Tract Infection,9,"7,429",121.1,104.8,,,,,,
8484,2008,Modoc,12,Urinary Tract Infection,8,"7,469",107.1,93.2,,,,,,
8485,2009,Modoc,12,Urinary Tract Infection,9,"7,565",119.0,102.3,,,,,,
8486,2010,Modoc,12,Urinary Tract Infection,6,"7,599",79.0,67.8,,,,,,
8487,2011,Modoc,12,Urinary Tract Infection,11,"7,517",146.3,121.3,,,,,,
8488,2012,Modoc,12,Urinary Tract Infection,19,"9,249",205.4,200.7,,,,,,
8489,2013,Modoc,12,Urinary Tract Infection,9,"9,141",98.5,94.6,,,,,,
8490,2014,Modoc,12,Urinary Tract Infection,9,"8,570",105.0,95.1,,,,,,
8491,2015,Modoc,12,Urinary Tract Infection,10,"7,417",134.8,134.3,,,,,,
8492,2016,Modoc,12,Urinary Tract Infection,,,,,9,"7,172",125.5,82.5,,
8493,2017,Modoc,12,Urinary Tract Infection,,,,,11,"7,115",154.6,98.8,,
8494,2018,Modoc,12,Urinary Tract Infection,,,,,7,"7,066",99.1,62.1,,
8495,2019,Modoc,12,Urinary Tract Infection,,,,,17,"7,114",239.0,146.4,,
8496,2020,Modoc,12,Urinary Tract Infection,,,,,4,"6,998",57.2,34.3,,
8497,2021,Modoc,12,Urinary Tract Infection,,,,,8,"7,005",114.2,66.1,,
8498,2022,Modoc,12,Urinary Tract Infection,,,,,10,"6,957",143.7,80.9,,
8499,2023,Modoc,12,Urinary Tract Infection,,,,,22,"6,906",318.6,165.9,,
8500,2005,Mono,12,Urinary Tract Infection,5,"10,514",47.6,83.9,,,,,,
8501,2006,Mono,12,Urinary Tract Infection,3,"10,747",27.9,47.1,,,,,,
8502,2007,Mono,12,Urinary Tract Infection,4,"10,719",37.3,61.4,,,,,,
8503,2008,Mono,12,Urinary Tract Infection,3,"10,892",27.5,43.5,,,,,,
8504,2009,Mono,12,Urinary Tract Infection,5,"11,055",45.2,70.5,,,,,,
8505,2010,Mono,12,Urinary Tract Infection,6,"11,224",53.5,81.3,,,,,,
8506,2011,Mono,12,Urinary Tract Infection,4,"11,294",35.4,51.5,,,,,,
8507,2012,Mono,12,Urinary Tract Infection,1,"13,186",7.6,11.6,,,,,,
8508,2013,Mono,12,Urinary Tract Infection,2,"12,990",15.4,22.4,,,,,,
8509,2014,Mono,12,Urinary Tract Infection,4,"12,503",32.0,46.6,,,,,,
8510,2015,Mono,12,Urinary Tract Infection,5,"10,444",47.9,68.5,,,,,,
8511,2016,Mono,12,Urinary Tract Infection,,,,,5,"11,591",43.1,74.7,,
8512,2017,Mono,12,Urinary Tract Infection,,,,,2,"11,686",17.1,28.6,,
8513,2018,Mono,12,Urinary Tract Infection,,,,,2,"11,760",17.0,27.5,,
8514,2019,Mono,12,Urinary Tract Infection,,,,,6,"11,882",50.5,78.5,,
8515,2020,Mono,12,Urinary Tract Infection,,,,,7,"10,909",64.2,99.6,,
8516,2021,Mono,12,Urinary Tract Infection,,,,,5,"10,984",45.5,68.5,,
8517,2022,Mono,12,Urinary Tract Infection,,,,,4,"10,782",37.1,53.9,,
8518,2023,Mono,12,Urinary Tract Infection,,,,,7,"10,809",64.8,84.6,,
8519,2005,Monterey,12,Urinary Tract Infection,374,"294,634",126.9,147.9,,,,,,
8520,2006,Monterey,12,Urinary Tract Infection,367,"292,832",125.3,145.1,,,,,,
8521,2007,Monterey,12,Urinary Tract Infection,334,"293,684",113.7,130.0,,,,,,
8522,2008,Monterey,12,Urinary Tract Infection,376,"296,155",127.0,144.0,,,,,,
8523,2009,Monterey,12,Urinary Tract Infection,365,"299,502",121.9,137.0,,,,,,
8524,2010,Monterey,12,Urinary Tract Infection,401,"304,351",131.8,147.2,,,,,,
8525,2011,Monterey,12,Urinary Tract Infection,409,"308,056",132.8,147.5,,,,,,
8526,2012,Monterey,12,Urinary Tract Infection,396,"301,958",131.1,141.8,,,,,,
8527,2013,Monterey,12,Urinary Tract Infection,386,"304,287",126.9,135.2,,,,,,
8528,2014,Monterey,12,Urinary Tract Infection,281,"305,907",91.9,98.1,,,,,,
8529,2015,Monterey,12,Urinary Tract Infection,231,"229,305",100.7,104.2,,,,,,
8530,2016,Monterey,12,Urinary Tract Infection,,,,,349,"318,887",109.4,151.2,,
8531,2017,Monterey,12,Urinary Tract Infection,,,,,332,"319,394",103.9,141.7,,
8532,2018,Monterey,12,Urinary Tract Infection,,,,,376,"319,764",117.6,157.7,,
8533,2019,Monterey,12,Urinary Tract Infection,,,,,404,"320,591",126.0,166.6,,
8534,2020,Monterey,12,Urinary Tract Infection,,,,,321,"324,926",98.8,130.5,,
8535,2021,Monterey,12,Urinary Tract Infection,,,,,296,"325,443",91.0,119.0,,
8536,2022,Monterey,12,Urinary Tract Infection,,,,,354,"322,881",109.6,140.2,,
8537,2023,Monterey,12,Urinary Tract Infection,,,,,402,"321,055",125.2,125.5,,
8538,2005,Napa,12,Urinary Tract Infection,142,"99,628",142.5,127.1,,,,,,
8539,2006,Napa,12,Urinary Tract Infection,130,"100,569",129.3,115.3,,,,,,
8540,2007,Napa,12,Urinary Tract Infection,148,"101,701",145.5,129.5,,,,,,
8541,2008,Napa,12,Urinary Tract Infection,149,"102,958",144.7,128.5,,,,,,
8542,2009,Napa,12,Urinary Tract Infection,156,"103,909",150.1,134.4,,,,,,
8543,2010,Napa,12,Urinary Tract Infection,151,"105,302",143.4,129.0,,,,,,
8544,2011,Napa,12,Urinary Tract Infection,103,"106,488",96.7,86.7,,,,,,
8545,2012,Napa,12,Urinary Tract Infection,136,"106,095",128.2,113.3,,,,,,
8546,2013,Napa,12,Urinary Tract Infection,131,"107,433",121.9,107.5,,,,,,
8547,2014,Napa,12,Urinary Tract Infection,122,"108,610",112.3,100.2,,,,,,
8548,2015,Napa,12,Urinary Tract Infection,75,"82,361",91.1,79.6,,,,,,
8549,2016,Napa,12,Urinary Tract Infection,,,,,109,"110,813",98.4,119.8,,
8550,2017,Napa,12,Urinary Tract Infection,,,,,83,"110,539",75.1,90.3,,
8551,2018,Napa,12,Urinary Tract Infection,,,,,84,"110,023",76.3,90.8,,
8552,2019,Napa,12,Urinary Tract Infection,,,,,85,"109,823",77.4,90.5,,
8553,2020,Napa,12,Urinary Tract Infection,,,,,57,"110,025",51.8,59.3,,
8554,2021,Napa,12,Urinary Tract Infection,,,,,55,"109,635",50.2,56.9,,
8555,2022,Napa,12,Urinary Tract Infection,,,,,75,"108,501",69.1,76.2,,
8556,2023,Napa,12,Urinary Tract Infection,,,,,63,"107,838",58.4,52.7,,
8557,2005,Nevada,12,Urinary Tract Infection,100,"77,111",129.7,110.9,,,,,,
8558,2006,Nevada,12,Urinary Tract Infection,110,"77,728",141.5,118.9,,,,,,
8559,2007,Nevada,12,Urinary Tract Infection,136,"78,179",174.0,144.2,,,,,,
8560,2008,Nevada,12,Urinary Tract Infection,144,"78,803",182.7,150.4,,,,,,
